<<<<<<< HEAD
timestamp,cpu_usage,memory_usage,response_time,error_count,failure,root_cause,cpu_ma,memory_ma,response_ma,error_ma,cpu_std,memory_std,response_std,cpu_change,memory_change,response_change,error_change,cpu_lag1,cpu_lag2,memory_lag1,memory_lag2,response_lag1,response_lag2,error_lag1,error_lag2,anomaly_label,anomaly_score,failure_probability,predicted_failure,predicted_root_cause,alert_status,recommended_action,auto_resolution,resolution_playbook,resolution_confidence,can_auto_execute
2025-01-01 00:04:00,43.6,3.67,140.53,1,0,NORMAL,47.756,3.998,185.408,0.6,4.249215221661524,0.3265271811044219,49.7922541164788,-10.54,-0.4900000000000002,-115.73999999999998,0.0,54.14,48.89,4.16,4.3,256.27,156.52,1.0,0.0,0,0.18565294193205656,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 00:41:00,46.03,3.98,202.54,0,0,NORMAL,42.382,3.96,190.578,0.8,6.885257438905234,0.1157583690279043,60.935718753453614,-3.3999999999999986,0.02,-5.700000000000017,-1.0,49.43,46.18,3.96,3.88,208.24,126.62,1.0,1.0,0,0.18968231922959045,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:42:00,44.31,4.44,208.67,3,0,NORMAL,44.596,4.0200000000000005,176.822,1.0,4.616793259395531,0.241660919471893,40.88730145167318,-1.7199999999999989,0.4600000000000004,6.129999999999996,3.0,46.03,49.43,3.98,3.96,202.54,208.24,0.0,1.0,0,0.1839980218864289,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:43:00,43.19,4.03,212.2,2,0,NORMAL,45.828,4.058,191.654,1.4,2.366562908523688,0.2202725584361358,36.5195287483286,-1.1200000000000043,-0.4100000000000001,3.530000000000001,-1.0,44.31,46.03,4.44,3.98,208.67,202.54,3.0,0.0,0,0.18086488453327682,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:44:00,36.13,4.44,188.84,2,0,NORMAL,43.818,4.17,204.098,1.6,4.9022770219562215,0.2477902338672797,9.205102932613077,-7.059999999999995,0.4100000000000001,-23.359999999999985,0.0,43.19,44.31,4.03,4.44,212.2,208.67,2.0,3.0,0,0.17781256257973088,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:45:00,40.68,3.95,274.49,0,0,NORMAL,42.068,4.168,217.348,1.4,3.8460785223393272,0.2499399927982736,33.16248136071855,4.549999999999997,-0.4900000000000002,85.65,-2.0,36.13,43.19,4.44,4.03,188.84,212.2,2.0,2.0,0,0.17526666049751483,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:46:00,42.24,4.05,119.95,1,0,NORMAL,41.31,4.182,200.83,1.6,3.1870283964846964,0.2384743172754692,55.45690353779231,1.5600000000000025,0.0999999999999996,-154.54000000000002,1.0,40.68,36.13,3.95,4.44,274.49,188.84,0.0,2.0,0,0.16869277849001296,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:47:00,51.34,2.8,158.58,1,0,NORMAL,42.716,3.854,190.812,1.2,5.530490936616739,0.6190557325475631,58.14565306194435,9.1,-1.25,38.63000000000001,0.0,42.24,40.68,4.05,3.95,119.95,274.49,1.0,0.0,0,0.1761303774243086,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:48:00,47.06,4.55,194.84,2,0,NORMAL,43.49,3.958,187.34,1.2,5.873576423270573,0.6950323733467386,57.05736630795359,-4.280000000000001,1.75,36.25999999999999,1.0,51.34,42.24,2.8,4.05,158.58,119.95,1.0,1.0,0,0.17382781937560038,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:49:00,34.42,4.21,117.84,0,0,NORMAL,43.148,3.912,173.14,0.8,6.432458317004466,0.6619818728636004,64.88831212167563,-12.64,-0.3399999999999998,-77.0,-2.0,47.06,51.34,4.55,2.8,194.84,158.58,2.0,1.0,0,0.15594442173076423,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:50:00,46.94,4.6,191.21,0,0,NORMAL,44.4,4.042,156.484,0.8,6.441211066251437,0.731484791366164,37.11321503184536,12.519999999999996,0.3899999999999997,73.37,0.0,34.42,47.06,4.21,4.55,117.84,194.84,0.0,2.0,0,0.17654187075283923,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:51:00,42.69,2.26,283.07,2,0,NORMAL,44.49,3.684,189.108,1.0,6.406535725335495,1.0810781655366084,60.98610144942861,-4.25,-2.34,91.86,2.0,46.94,34.42,4.6,4.21,191.21,117.84,0.0,0.0,0,0.1357556926143244,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:52:00,40.94,5.25,201.04,1,0,NORMAL,42.41,4.174,197.6,1.0,5.201509396319486,1.1341648910101216,58.58127217806046,-1.75,2.99,-82.03,-1.0,42.69,46.94,2.26,4.6,283.07,191.21,2.0,0.0,0,0.14420354539393943,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:53:00,48.67,3.92,211.54,2,0,NORMAL,42.732,4.048,200.94,1.0,5.596192455589776,1.1168124282976082,58.85998173632066,7.730000000000004,-1.33,10.5,1.0,40.94,42.69,5.25,2.26,201.04,283.07,1.0,2.0,0,0.14898907253209193,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:54:00,51.19,4.66,136.99,1,0,NORMAL,46.086,4.138,204.77,1.2,4.227035604297663,1.150747583095442,52.36563233648576,2.519999999999996,0.7400000000000002,-74.54999999999998,-1.0,48.67,40.94,3.92,5.25,211.54,201.04,2.0,1.0,0,0.16967418623322128,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:55:00,50.59,3.38,169.18,0,0,NORMAL,46.816,3.894,200.364,1.2,4.700093616088956,1.1576182445003187,54.66797078729008,-0.5999999999999943,-1.2800000000000002,32.19,-1.0,51.19,48.67,4.66,3.92,136.99,211.54,1.0,2.0,0,0.17903393909881332,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:56:00,39.96,4.37,181.24,0,0,NORMAL,46.27,4.316000000000001,179.998,0.8,5.404946808248914,0.7117794602262709,29.180144276545278,-10.630000000000004,0.9900000000000002,12.060000000000002,0.0,50.59,51.19,3.38,4.66,169.18,136.99,0.0,1.0,0,0.1767422756239755,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:57:00,43.14,3.37,184.11,0,0,NORMAL,46.71,3.94,176.61200000000002,0.6,4.93137404786943,0.5792667779184301,27.03119068779615,3.18,-1.0,2.8700000000000045,0.0,39.96,50.59,4.37,3.38,181.24,169.18,0.0,0.0,0,0.18590885863600504,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:58:00,46.99,3.63,264.08,1,0,NORMAL,46.374,3.882,187.12,0.4,4.820428404198128,0.5960453002918482,46.90771951395633,3.8500000000000014,0.2599999999999998,79.96999999999997,1.0,43.14,39.96,3.37,4.37,184.11,181.24,0.0,0.0,0,0.186816146637658,0.0,0,NORMAL,OK,No action needed
2025-01-01 00:59:00,50.85,5.15,227.88,1,0,NORMAL,46.306,3.98,205.298,0.4,4.737185873490728,0.7706490770772391,39.678391096414245,3.86,1.5200000000000005,-36.19999999999999,0.0,46.99,43.14,3.63,3.37,264.08,184.11,1.0,0.0,0,0.17798230926387454,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:00:00,42.12,3.89,144.43,0,0,NORMAL,44.612,4.082,200.348,0.4,4.318144277348779,0.7020826162211972,46.30170050872866,-8.730000000000004,-1.2600000000000002,-83.44999999999999,-1.0,50.85,46.99,5.15,3.63,227.88,264.08,1.0,1.0,0,0.18413868832111563,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:01:00,43.89,4.13,212.33,2,0,NORMAL,45.398,4.034000000000001,206.566,0.8,3.548826566627349,0.685477935458174,45.16781187970041,1.7700000000000031,0.2399999999999997,67.9,2.0,42.12,50.85,3.89,5.15,144.43,227.88,0.0,1.0,0,0.17938090598685952,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:02:00,38.36,4.52,224.91,2,0,NORMAL,44.442,4.264,214.72600000000003,1.2,4.749786310982842,0.5937844726834829,43.76021972065505,-5.530000000000001,0.3899999999999997,12.579999999999984,0.0,43.89,42.12,4.13,3.89,212.33,144.43,2.0,0.0,0,0.19006713570730444,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:03:00,37.82,4.3,257.01,1,0,NORMAL,42.608,4.398,213.312,1.2,5.262667574529086,0.4795518741491921,41.83882670439034,-0.5399999999999991,-0.2199999999999997,32.099999999999994,-1.0,38.36,43.89,4.52,4.13,224.91,212.33,2.0,2.0,0,0.18745189117012778,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:04:00,49.88,4.09,279.03,0,0,NORMAL,42.414,4.186,223.542,1.0,4.88737966603781,0.2369177072318591,51.44247777858303,12.060000000000002,-0.2099999999999999,22.019999999999985,-1.0,37.82,38.36,4.3,4.52,257.01,224.91,1.0,2.0,0,0.17658986458265657,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:05:00,53.14,4.22,149.25,1,0,NORMAL,44.618,4.252,224.506,1.2,6.823094605822203,0.170499266860598,49.60156328181611,3.259999999999998,0.1299999999999999,-129.77999999999997,1.0,49.88,37.82,4.09,4.3,279.03,257.01,0.0,1.0,0,0.1781336994960006,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:06:00,44.57,5.44,159.46,2,0,NORMAL,44.754,4.513999999999999,213.932,1.2,6.811723717239276,0.5407217398995565,57.80341702702364,-8.57,1.2200000000000006,10.210000000000008,1.0,53.14,49.88,4.22,4.09,149.25,279.03,1.0,0.0,0,0.16889512646858185,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:07:00,51.02,3.97,137.12,1,0,NORMAL,47.286,4.404,196.374,1.0,6.162846744808791,0.5926466063346711,66.33831871550562,6.450000000000003,-1.4700000000000002,-22.340000000000003,-1.0,44.57,53.14,5.44,4.22,159.46,149.25,2.0,1.0,0,0.175755397648531,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:08:00,47.17,4.12,188.3,1,0,NORMAL,49.156000000000006,4.368,182.632,1.0,3.3483772188928334,0.6058630208223656,57.11248173560664,-3.8500000000000014,0.1499999999999999,51.18000000000001,0.0,51.02,44.57,3.97,5.44,137.12,159.46,1.0,2.0,0,0.1739139777854749,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:09:00,41.13,4.63,223.32,3,0,NORMAL,47.406000000000006,4.476000000000001,171.49,1.6,4.832869747882753,0.5918868135040714,34.6033249847468,-6.039999999999999,0.5099999999999998,35.01999999999998,2.0,47.17,51.02,4.12,3.97,188.3,137.12,1.0,1.0,0,0.18031250585214115,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:10:00,47.17,4.66,249.37,1,0,NORMAL,46.212,4.564000000000001,191.514,1.6,3.65633969975441,0.5768275305496473,45.7040324260344,6.039999999999999,0.0300000000000002,26.05000000000001,-2.0,41.13,47.17,4.63,4.12,223.32,188.3,3.0,1.0,0,0.18444829339643481,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:11:00,54.23,4.71,196.2,0,0,NORMAL,48.144000000000005,4.418000000000001,198.862,1.2,4.909285080335053,0.3457889529756589,42.07127428543144,7.059999999999995,0.0499999999999998,-53.170000000000016,-1.0,47.17,41.13,4.66,4.63,249.37,223.32,1.0,3.0,0,0.17786646294025948,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:12:00,44.79,4.38,184.01,0,0,NORMAL,46.898,4.5,208.24,1.0,4.78590848220066,0.2476893215300235,27.60770454058081,-9.439999999999998,-0.33,-12.189999999999998,0.0,54.23,47.17,4.71,4.66,196.2,249.37,0.0,1.0,0,0.1814429598854051,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:13:00,54.39,3.31,207.59,0,0,NORMAL,48.342,4.338,212.098,0.8,5.857688964088174,0.5886170231992969,25.3827671856322,9.6,-1.0699999999999998,23.580000000000013,0.0,44.79,54.23,4.38,4.71,184.01,196.2,0.0,0.0,0,0.17739925059953277,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:14:00,29.28,4.98,158.24,2,0,NORMAL,45.972,4.408,199.082,0.6,10.253200475948969,0.6496691465661598,33.55893725969292,-25.11,1.6700000000000004,-49.35,2.0,54.39,44.79,3.31,4.38,207.59,184.01,0.0,0.0,0,0.12772757054696232,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:15:00,49.93,3.31,304.48,0,0,NORMAL,46.524,4.138,210.104,0.4,10.406963053648273,0.7851560354477318,55.85078808754633,20.65,-1.6700000000000004,146.24,-2.0,29.28,54.39,4.98,3.31,158.24,207.59,2.0,0.0,0,0.12008545992589903,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:16:00,45.52,4.18,119.62,1,0,NORMAL,44.782,4.032,194.788,0.6,9.482513907187272,0.7218517853410068,69.45929721786713,-4.409999999999997,0.8699999999999997,-184.86,1.0,49.93,29.28,3.31,4.98,304.48,158.24,0.0,2.0,0,0.14808267233851824,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:17:00,43.21,3.55,209.24,2,0,NORMAL,44.466,3.866000000000001,199.834,1.0,9.508471485996054,0.7172377569537158,69.39697457382422,-2.3100000000000023,-0.6299999999999999,89.62,1.0,45.52,49.93,4.18,3.31,119.62,304.48,1.0,0.0,0,0.17058639688814348,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:18:00,45.55,3.96,301.18,0,0,NORMAL,42.698,3.996,218.552,1.0,7.885180403770088,0.6467070434130114,83.25082414006486,2.3399999999999963,0.4100000000000001,91.94,-2.0,43.21,45.52,3.55,4.18,209.24,119.62,2.0,1.0,0,0.17521341740742785,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:19:00,33.07,4.2,200.34,0,0,NORMAL,43.456,3.84,226.97200000000004,0.6,6.294583385737287,0.3951581961695811,77.56039014858038,-12.479999999999997,0.2400000000000002,-100.84,0.0,45.55,43.21,3.96,3.55,301.18,209.24,0.0,2.0,0,0.16472986050273059,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:20:00,43.68,4.19,190.5,3,0,NORMAL,42.206,4.016,204.176,1.2,5.215652404062194,0.2789802860418615,64.78210617138042,10.61,-0.0099999999999997,-9.840000000000003,3.0,33.07,45.55,4.2,3.96,200.34,301.18,0.0,0.0,0,0.1597913333538522,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:21:00,47.14,4.25,182.13,1,0,NORMAL,42.53,4.029999999999999,216.67800000000005,1.2,5.51473027445584,0.2907748269709725,48.326219798366246,3.460000000000001,0.0599999999999996,-8.370000000000005,-2.0,43.68,33.07,4.19,4.2,190.5,200.34,3.0,0.0,0,0.1772502124506949,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:22:00,53.87,4.97,190.98,1,0,NORMAL,44.662,4.314,213.026,1.0,7.53417347822573,0.3834449112975699,49.6992754474349,6.729999999999997,0.7199999999999998,8.849999999999994,0.0,47.14,43.68,4.25,4.19,182.13,190.5,1.0,3.0,0,0.1898193122930717,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:23:00,41.89,4.27,268.64,0,0,NORMAL,43.93,4.376,206.518,1.0,7.603804968566719,0.333736422944817,35.32028765454784,-11.979999999999997,-0.7000000000000002,77.66,-1.0,53.87,47.14,4.97,4.25,190.98,182.13,1.0,1.0,0,0.1787191269247333,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:24:00,40.15,3.85,89.41,1,0,NORMAL,45.346,4.305999999999999,184.332,1.2,5.422059571786359,0.4082646200688972,63.64965412317653,-1.740000000000002,-0.4199999999999995,-179.23,1.0,41.89,53.87,4.27,4.97,268.64,190.98,0.0,1.0,0,0.17525114136255748,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:25:00,41.99,4.58,276.67,0,0,NORMAL,45.008,4.384,201.566,0.6,5.601581919422409,0.4177080320032185,76.17138918255334,1.8400000000000036,0.73,187.26,-1.0,40.15,41.89,3.85,4.27,89.41,268.64,1.0,0.0,0,0.17467608272445428,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:26:00,50.49,4.71,128.8,0,0,NORMAL,45.678,4.476000000000001,190.9,0.4,6.098632633631912,0.4312539854888332,83.00095933180533,8.5,0.1299999999999999,-147.87,0.0,41.99,40.15,4.58,3.85,276.67,89.41,0.0,1.0,0,0.16401399403213646,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:27:00,46.97,3.26,186.67,3,0,NORMAL,44.298,4.134,190.038,0.8,4.295686208279183,0.5902795947684453,83.02229863115092,-3.520000000000003,-1.4500000000000002,57.869999999999976,3.0,50.49,41.99,4.71,4.58,128.8,276.67,0.0,0.0,0,0.16087620950495868,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:28:00,41.82,4.36,178.54,1,0,NORMAL,44.284,4.151999999999999,172.018,1.0,4.305598680787607,0.5967997989275803,70.53569287956277,-5.149999999999999,1.1000000000000003,-8.129999999999995,-2.0,46.97,50.49,3.26,4.71,186.67,128.8,3.0,0.0,0,0.17442453149743964,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:29:00,48.08,4.42,229.43,1,0,NORMAL,45.87,4.266,200.022,1.0,3.837166923656065,0.5788609504881127,55.79442597607759,6.259999999999998,0.0599999999999996,50.890000000000015,0.0,41.82,46.97,4.36,3.26,178.54,186.67,1.0,3.0,0,0.19161605394857356,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:30:00,45.58,3.82,120.09,1,0,NORMAL,46.588,4.114,168.706,1.2,3.215100309477177,0.5755692834055688,44.8966071101147,-2.5,-0.6000000000000001,-109.34,0.0,48.08,41.82,4.42,4.36,229.43,178.54,1.0,1.0,0,0.1908193825023669,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:31:00,50.81,4.83,223.11,0,0,NORMAL,46.652,4.138,187.568,1.2,3.313860286735131,0.6082104898799429,43.73571904061944,5.230000000000004,1.0100000000000002,103.02,-1.0,45.58,48.08,3.82,4.42,120.09,229.43,1.0,1.0,0,0.1874445876609538,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:32:00,40.79,3.91,301.22,0,0,NORMAL,45.416,4.268000000000001,210.478,0.6,4.199705942086913,0.4111812252523225,66.97552291695828,-10.020000000000003,-0.92,78.11000000000001,0.0,50.81,45.58,4.83,3.82,223.11,120.09,0.0,1.0,0,0.18197361840105308,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:33:00,43.03,4.08,131.84,0,0,NORMAL,45.658,4.212000000000001,201.138,0.4,3.969227884614355,0.4145720685236773,75.28380283965471,2.240000000000002,0.1699999999999999,-169.38000000000002,0.0,40.79,50.81,3.91,4.83,301.22,223.11,0.0,0.0,0,0.17865439188918303,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:34:00,42.65,3.9,209.49,0,0,NORMAL,44.572,4.108,197.15,0.2,3.882785082901198,0.4145720685236761,73.9263177089188,-0.3800000000000025,-0.1800000000000001,77.65,0.0,43.03,40.79,4.08,3.91,131.84,301.22,0.0,0.0,0,0.18114443860888624,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:35:00,36.22,4.01,166.9,0,0,NORMAL,42.7,4.146,206.512,0.0,5.28019885989154,0.3895253521916128,64.02926182613699,-6.43,0.1099999999999998,-42.59,0.0,42.65,43.03,3.9,4.08,209.49,131.84,0.0,0.0,0,0.18201570471206385,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:36:00,46.78,3.34,221.29,2,0,NORMAL,41.894,3.848,206.148,0.4,3.845390747375336,0.2935472704693354,63.91638811760253,10.560000000000002,-0.6699999999999999,54.38999999999999,2.0,36.22,42.65,4.01,3.9,166.9,209.49,0.0,0.0,0,0.1692467881815345,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:37:00,46.57,3.14,200.96,4,0,NORMAL,43.05,3.694,186.096,1.2,4.2752953114375565,0.4252998941923165,36.46585841578396,-0.2100000000000008,-0.1999999999999997,-20.329999999999984,2.0,46.78,36.22,3.34,4.01,221.29,166.9,2.0,0.0,0,0.1638708945810886,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:38:00,45.03,4.96,167.93,0,0,NORMAL,43.45,3.87,193.314,1.2,4.3655641101694975,0.7110555533852454,24.72259958014127,-1.5399999999999991,1.82,-33.03,-4.0,46.57,46.78,3.14,3.34,200.96,221.29,4.0,2.0,0,0.15921969945684622,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:39:00,43.59,3.49,224.39,1,0,NORMAL,43.638,3.788,196.294,1.4,4.34268004808091,0.7301164290714163,27.85893267876572,-1.4399999999999975,-1.4699999999999998,56.45999999999998,1.0,45.03,46.57,4.96,3.14,167.93,200.96,0.0,4.0,0,0.16815370618605968,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:40:00,36.51,3.41,290.22,1,0,NORMAL,43.696000000000005,3.668,220.958,1.6,4.21901410284441,0.7338051512492912,44.78002422956021,-7.080000000000005,-0.08,65.83000000000004,0.0,43.59,45.03,3.49,4.96,224.39,167.93,1.0,0.0,0,0.17404766185372078,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:41:00,42.48,2.71,190.45,0,0,NORMAL,42.836,3.5420000000000003,214.79,1.2,3.855837133489943,0.8492172866822683,46.8011992367717,5.969999999999999,-0.7000000000000002,-99.77000000000004,-1.0,36.51,43.59,3.41,3.49,290.22,224.39,1.0,1.0,0,0.16139125569044366,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:42:00,42.94,3.62,235.99,1,0,NORMAL,42.11,3.638,221.796,0.6,3.2750038167916493,0.8190054944870607,46.83524292666795,0.4600000000000008,0.91,45.54000000000002,1.0,42.48,36.51,2.71,3.41,190.45,290.22,0.0,1.0,0,0.14973543980043996,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:43:00,40.19,3.21,135.34,2,0,NORMAL,41.142,3.2880000000000003,215.278,1.0,2.888662320175167,0.3556964998421987,57.3036479641567,-2.75,-0.4100000000000001,-100.65,1.0,42.94,42.48,3.62,2.71,235.99,190.45,1.0,0.0,0,0.15727737288184052,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:44:00,44.03,4.99,152.18,2,0,NORMAL,41.23,3.588,200.836,1.2,2.986913122271852,0.8532408804083373,63.22638792466324,3.8400000000000034,1.7800000000000002,16.840000000000003,0.0,40.19,42.94,3.21,3.62,135.34,235.99,2.0,1.0,0,0.1610248266567999,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:45:00,47.42,4.61,223.62,2,0,NORMAL,43.412,3.828,187.516,1.4,2.6419065085653552,0.9535302826863956,43.68295926331,3.390000000000001,-0.3799999999999999,71.44,0.0,44.03,40.19,4.99,3.21,152.18,135.34,2.0,2.0,0,0.16040530951764842,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:46:00,56.32,3.59,274.21,0,0,NORMAL,46.18,4.004,204.268,1.4,6.232122431403305,0.7564258060114021,58.60225567331004,8.899999999999999,-1.0200000000000005,50.589999999999975,-2.0,47.42,44.03,4.61,4.99,223.62,152.18,2.0,2.0,0,0.17108922018253508,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:47:00,46.05,5.35,217.78,0,0,NORMAL,46.802,4.35,200.626,1.2,5.977923552538982,0.9157510578754482,56.67200702286799,-10.270000000000003,1.7599999999999998,-56.42999999999998,0.0,56.32,47.42,3.59,4.61,274.21,223.62,0.0,2.0,0,0.1602015859121449,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:48:00,46.55,4.59,184.35,1,0,NORMAL,48.074,4.626,210.428,1.0,4.774864395980308,0.6579361671165411,45.741436029053546,0.5,-0.7599999999999998,-33.43000000000001,1.0,46.05,56.32,5.35,3.59,217.78,274.21,0.0,0.0,0,0.16985160806103033,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:49:00,44.55,3.81,199.96,1,0,NORMAL,48.178,4.39,219.984,0.8,4.6692579710271325,0.7046985170979166,34.0194051976221,-2.0,-0.7799999999999998,15.610000000000014,0.0,46.55,46.05,4.59,5.35,184.35,217.78,1.0,0.0,0,0.18363445984079357,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:50:00,33.49,2.5,137.48,0,0,NORMAL,45.392,3.968,202.756,0.4,8.117291420172133,1.0746720429973038,49.84713963709452,-11.059999999999995,-1.31,-62.48000000000002,-1.0,44.55,46.55,3.81,4.59,199.96,184.35,1.0,1.0,0,0.154173726627856,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:51:00,44.84,5.37,230.23,1,0,NORMAL,43.096,4.324,193.96,0.6,5.433394887176884,1.205064313636414,36.05983846330985,11.35,2.87,92.75,1.0,33.49,44.55,2.5,3.81,137.48,199.96,0.0,1.0,0,0.12866366158236625,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:52:00,45.36,3.17,244.12,1,0,NORMAL,42.958000000000006,3.888,199.228,0.8,5.347697635431522,1.1332784300426786,41.86622110962488,0.519999999999996,-2.2,13.890000000000017,0.0,44.84,33.49,5.37,2.5,230.23,137.48,1.0,0.0,0,0.1374837435992543,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:53:00,59.78,3.01,177.4,1,0,NORMAL,45.604,3.572,197.838,0.8,9.346952979447376,1.108611744480454,42.59274609601969,14.420000000000002,-0.1600000000000001,-66.72,0.0,45.36,44.84,3.17,5.37,244.12,230.23,1.0,1.0,0,0.14493499602270754,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:54:00,43.85,4.61,176.5,0,0,NORMAL,45.464000000000006,3.732,193.146,0.6,9.371895752727946,1.2050809101466993,43.58124917897605,-15.93,1.6000000000000003,-0.9000000000000057,-1.0,59.78,45.36,3.01,3.17,177.4,244.12,1.0,1.0,0,0.1400066414064028,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:55:00,46.81,5.46,213.29,0,0,NORMAL,48.128,4.324,208.308,0.6,6.600762834703303,1.175236146482911,30.638811497837164,2.960000000000001,0.8499999999999996,36.78999999999999,0.0,43.85,59.78,4.61,3.01,176.5,177.4,0.0,1.0,0,0.15517823588363877,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:56:00,44.79,4.83,178.16,1,0,NORMAL,48.118,4.216,197.894,0.6,6.607024292372505,1.0756765313048346,30.17042392807897,-2.020000000000003,-0.6299999999999999,-35.129999999999995,1.0,46.81,43.85,5.46,4.61,213.29,176.5,0.0,0.0,0,0.16993820607481375,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:57:00,37.99,4.34,196.69,0,0,NORMAL,46.644000000000005,4.45,188.408,0.4,8.042349159294206,0.9049585625872616,16.245795456055752,-6.799999999999997,-0.4900000000000002,18.53,-1.0,44.79,46.81,4.83,5.46,178.16,213.29,1.0,0.0,0,0.16579158354875434,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:58:00,51.86,4.36,304.99,2,0,NORMAL,45.06,4.720000000000001,213.926,0.6,5.020567696984081,0.4598369276167421,53.08024236945417,13.869999999999996,0.0200000000000004,108.3,2.0,37.99,44.79,4.34,4.83,196.69,178.16,0.0,1.0,0,0.16785464324474614,0.0,0,NORMAL,OK,No action needed
2025-01-01 01:59:00,49.51,4.51,187.65,1,0,NORMAL,46.19199999999999,4.7,216.156,0.8,5.309323874091707,0.4679209334919788,51.31984684310736,-2.3500000000000014,0.1499999999999994,-117.34,-1.0,51.86,37.99,4.36,4.34,304.99,196.69,2.0,0.0,0,0.17726366308734853,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:00:00,49.75,4.46,182.08,0,0,NORMAL,46.78,4.5,209.914,0.8,5.552125719037731,0.1973575435599138,53.60283042899878,0.240000000000002,-0.0499999999999998,-5.569999999999993,-1.0,49.51,51.86,4.51,4.36,187.65,304.99,1.0,2.0,0,0.1832005154595941,0.0,0,NORMAL,OK,No action needed
